epoch,train_loss,train_acc,train_f1,train_f1_w,val_loss,val_acc,val_f1,val_f1_w,lr
1,0.9224237572960856,0.6568047337278107,0.5759772226040533,0.6792590907231102,0.9209072807783721,0.7338709677419355,0.6444202509919902,0.7458077712164576,0.0001
2,0.8442259523546651,0.7294244217321141,0.677857727589188,0.7478296852027645,0.993055639728423,0.6854838709677419,0.6104118027106001,0.7027555628500093,0.0001
3,0.8015230708124819,0.7584722969338354,0.7123253187136142,0.7745572686165914,0.9010275845886558,0.7553763440860215,0.6699600566218916,0.7636838657086215,0.0001
4,0.7831786777974458,0.7616998386229156,0.7222772421862403,0.7765437204578076,0.9303943200777935,0.793010752688172,0.7015839640917728,0.7884550667404057,0.0001
5,0.7462305950823492,0.7950511027434104,0.7539452892540327,0.8056748614484885,0.9228156625583608,0.7795698924731183,0.7033650648675195,0.7840806036269505,0.0001
6,0.7222378515568775,0.8068854222700377,0.7699746098047598,0.8167351520839359,0.9113285144170126,0.728494623655914,0.6598212364802754,0.7438503115774836,0.0001
7,0.6736633652894326,0.8235610543302851,0.7968744092160577,0.8314483929963056,0.9527362187703451,0.7204301075268817,0.6408908322060188,0.7355285382701042,0.0001
8,0.6360439076867394,0.8477676169983862,0.8247827067968627,0.8541782743910495,0.990741111898935,0.739247311827957,0.6709424587554015,0.7551440266511807,0.0001
9,0.5771629619239286,0.8929532006455083,0.8780961036123278,0.8963334922212328,0.9400283636585358,0.7473118279569892,0.6820654116407611,0.760932005017684,0.0001
10,0.5833674778599711,0.8881118881118881,0.8675437255218283,0.8911967627277807,1.1192020857205955,0.6801075268817204,0.547525060053108,0.6801869934485082,0.0001
11,0.5401827383259409,0.9176976869284562,0.9029155005060536,0.9194053086433455,0.9310447695434735,0.782258064516129,0.7110562143170839,0.7909901964951054,5e-05
12,0.5025647624709902,0.9413663259817105,0.9311759188474887,0.9424106411637715,0.9426560594189551,0.760752688172043,0.6774157552360158,0.7664635104610007,5e-05
13,0.48424293496007237,0.9612694997310381,0.954297115520156,0.9617165408981824,0.9567262280371881,0.7553763440860215,0.6738758315833951,0.7584625318135262,5e-05
14,0.48423910743770837,0.9569661108122647,0.9467519855498346,0.957356210841155,0.9412354961518319,0.7553763440860215,0.6781896062824782,0.7651957715355844,5e-05
15,0.46339052883510373,0.9709521247982786,0.9650224215667552,0.9711510085353748,0.971553821076629,0.7688172043010753,0.6772041568890379,0.7664700069466867,5e-05
16,0.46201095361745503,0.9741796664873588,0.9687222866909294,0.9743705011308498,0.9493634245728934,0.7688172043010753,0.6881365152852489,0.7721866616669989,5e-05
17,0.45758039371630016,0.9725658956428187,0.9678316512796675,0.9728055968683152,0.9731205919737457,0.7526881720430108,0.6711169888951866,0.7571276596465067,5e-05
18,0.45780457050457896,0.9779451317912856,0.9721856898205035,0.9780979454303903,0.9583728954356204,0.7688172043010753,0.678010681622624,0.7647406171185179,5e-05
19,0.44600003896829193,0.9876277568585261,0.9842721967734837,0.9876818960835245,0.912369869729524,0.760752688172043,0.6904763735348443,0.7713583005259746,5e-05
20,0.4456754786439837,0.9903173749327595,0.98738356892108,0.990340451495941,0.9532043062230592,0.7446236559139785,0.6604458183405552,0.7535503664535923,5e-05
21,0.4360301729938944,0.9908552985476062,0.9890441875866038,0.9908852828481927,0.9593341004463934,0.7580645161290323,0.6780814841940012,0.7624382200166987,2.5e-05
