OBJECTID,ID_DGC_03,id_dgc,ubigeo_cia_registro,id_comisaria_registro,comisaria_registro,ubic_comisaria_registro,fecha_hora_registro_hecho,ubigeo_cia_hecho,comisaria_hecho,tipo_via_hecho,cuadra_hecho,direccion_hecho,fecha_hora_hecho,turno_hecho,año_hecho,mes_hecho,dia_hecho,ubigeo_hecho_delito,lat_hecho,long_hecho,id_dpto_hecho,departamento_hecho,id_prov_hecho,provincia_hecho,id_dist_hecho,distrito_hecho,solo_denuncia,cod_uni_hecho,cod_cpnp_hecho,id_materia_hecho,materia_hecho,id_tipo_hecho,tipo_hecho,id_subtipo_hecho,subtipo_hecho,id_modalidad_hecho,modalidad_hecho,cod_macroregpol_hecho,macroregpol_hecho,cod_regpol_hecho,regionpol_hecho,cod_divpol_divopus_hecho,divpol_divopus_hecho,fecha_actualizacion,fuente,estado,GlobalID,Display Expression,x,y
883817,338973361050101,33897336,150142,1466,VILLA EL SALVADOR,AV. CESAR VALLEJO CON AV. REVOLUCION S/N,"December 1, 2025",150142,CPNP VILLA EL SALVADOR,Otros,,"SECTOR 3 GRUPO 8 MANZANA I LOTE 20, VILLA EL SALVADOR 15834, PERÚ","December 1, 2025",mañana,2025,12,1,150142,-12.2163616,-76.934764,15,LIMA METROPOLITANA,1501,LIMA,150142,VILLA EL SALVADOR,1,220145,2270,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1N,DIVPOL SUR 2,"February 4, 2026",SIDPOL-DGIS,1,5d2be185-37b3-4747-bfc6-51f3521482e8,338973361050101,-76.93476399999997,-12.21636159999997
884110,338984481050101,33898448,150113,1403,JESÚS MARÍA,AV. COSTANERA S/N,"December 1, 2025",150113,CPNP JESUS MARIA,Otros,,"AV. 28 DE JULIO, JESÚS MARÍA, PERÚ","December 1, 2025",tarde,2025,12,1,150113,-12.0648196,-77.0416197,15,LIMA METROPOLITANA,1501,LIMA,150113,JESUS MARIA,1,219825,1955,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1H,DIVPOL OESTE,"February 4, 2026",SIDPOL-DGIS,1,0296aa5d-94d3-44c5-b538-ad4f2862cd2c,338984481050101,-77.04161969999996,-12.064819599999964
884243,338989681050103,33898968,150101,2297,DEPINCRI SAN ISIDRO - MIRAFLORES,CALLE GNRAL VIDAL 230 - MIRAFLORES,"December 1, 2025",150122,CPNP MIRAFLORES,Otros,,"AV. JOSÉ PARDO 570, MIRAFLORES 15074, PERÚ","December 1, 2025",tarde,2025,12,1,150122,-12.1188617,-77.0342053,15,LIMA METROPOLITANA,1501,LIMA,150122,MIRAFLORES,1,220090,2215,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050103,HURTO AGRAVADO EN CASA HABITADA,13,LIMA,13R2,LIMA,13R1I,DIVPOL SUR 1,"February 4, 2026",SIDPOL-DGIS,1,e74fd1ca-e23d-444b-ae80-63bbf4e15642,338989681050103,-77.03420529999994,-12.118861699999968
884272,338987331050101,33898733,150137,1436,SANTA ANITA,CALLE CIRO ALEGRIA 555 - COOP. UNIVERSAL-SANTA ANITA,"December 1, 2025",150137,CPNP SANTA ANITA,Otros,,"SAN MARCOS, SANTA ANITA , PERÚ","December 1, 2025",tarde,2025,12,1,150137,-12.0418567,-76.9730465,15,LIMA METROPOLITANA,1501,LIMA,150137,SANTA ANITA,1,220008,2120,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1M,DIVPOL ESTE 2,"February 4, 2026",SIDPOL-DGIS,1,e27ccc13-93a2-4ce5-8cfc-cc8819489d02,338987331050101,-76.97304649999995,-12.041856699999926
884579,339002781050101,33900278,150137,1436,SANTA ANITA,CALLE CIRO ALEGRIA 555 - COOP. UNIVERSAL-SANTA ANITA,"December 1, 2025",150137,CPNP SANTA ANITA,Otros,,"AV. LOS RUISEÑORES, SANTA ANITA, PERÚ","December 1, 2025",tarde,2025,12,1,150137,-12.0467515,-76.9685416,15,LIMA METROPOLITANA,1501,LIMA,150137,SANTA ANITA,1,220008,2120,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1M,DIVPOL ESTE 2,"February 4, 2026",SIDPOL-DGIS,1,660a8a9f-2433-4c2c-890a-44970166ef8f,339002781050101,-76.96854159999998,-12.04675149999997
884714,339009781050101,33900978,150115,1418,LA VICTORIA,Av. 28 de julio 1670,"December 1, 2025",150115,CPNP LA VICTORIA,Otros,,"PARQUE EL PORVENIR, PROL. LUCANAS 527, LIMA 15018, PERÚ","December 1, 2025",tarde,2025,12,1,150115,-12.063803,-77.0192028,15,LIMA METROPOLITANA,1501,LIMA,150115,LA VICTORIA,1,219905,2030,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1J,DIVPOL CENTRO 2,"February 4, 2026",SIDPOL-DGIS,1,6868d5a3-c5f4-4aba-9c80-f759b54afd0f,339009781050101,-77.01920279999996,-12.06380299999995
884774,339011731050104,33901173,150142,2288,DEPINCRI V.E.S,SECTOR 2 GRUPO 15 AV CESAR VALLEJO CUADRA 8 - VILLA EL SALVADOR,"December 1, 2025",150142,CPNP VILLA EL SALVADOR,Otros,,"AV. JUAN VELASCO ALVARADO 15A, LIMA 15834, PERÚ","December 1, 2025",mañana,2025,12,1,150142,-12.2089095,-76.9402133999999,15,LIMA METROPOLITANA,1501,LIMA,150142,VILLA EL SALVADOR,1,220145,2270,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050104,HURTO AGRAVADO DURANTE LA NOCHE,13,LIMA,13R2,LIMA,13R1N,DIVPOL SUR 2,"February 4, 2026",SIDPOL-DGIS,1,747083f0-8ea5-45f4-8e57-8b0f018a57b6,339011731050104,-76.94021339999995,-12.208909499999947
884811,339014061050101,33901406,150137,1436,SANTA ANITA,CALLE CIRO ALEGRIA 555 - COOP. UNIVERSAL-SANTA ANITA,"December 1, 2025",150137,CPNP SANTA ANITA,Otros,,"AV. COLECTORA INDUSTRIAL & AV. LA ENCALADA, SANTA ANITA 15009, PERÚ","December 1, 2025",mañana,2025,12,1,150137,-12.0406408,-76.9608408,15,LIMA METROPOLITANA,1501,LIMA,150137,SANTA ANITA,1,220008,2120,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1M,DIVPOL ESTE 2,"February 4, 2026",SIDPOL-DGIS,1,56cbab25-a8f8-4f26-9b17-6aee897efdef,339014061050101,-76.96084079999997,-12.040640799999949
884888,339016541050101,33901654,150119,3795,DEPINCRI LURIN -PACHACAMAC Y BALNEARIOS,KM.40 NUEVO LURIN,"December 1, 2025",150119,CPNP LURIN,Otros,,"P43V+RX6, LURÍN 15823, PERÚ","December 1, 2025",tarde,2025,12,1,150119,-12.2954713,-76.8551088,15,LIMA METROPOLITANA,1501,LIMA,150119,LURIN,1,220192,2304,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1O,DIVPOL SUR 3,"February 4, 2026",SIDPOL-DGIS,1,61b54e2a-aaee-4a6c-8971-db27096fd13e,339016541050101,-76.85510879999998,-12.295471299999974
884938,339017841050101,33901784,150137,1436,SANTA ANITA,CALLE CIRO ALEGRIA 555 - COOP. UNIVERSAL-SANTA ANITA,"December 1, 2025",150137,CPNP SANTA ANITA,Otros,,"X26M+9P6, SANTA ANITA 15009, PERÚ","December 1, 2025",tarde,2025,12,1,150137,-12.0390814,-76.9657462999999,15,LIMA METROPOLITANA,1501,LIMA,150137,SANTA ANITA,1,220008,2120,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,13,LIMA,13R2,LIMA,13R1M,DIVPOL ESTE 2,"February 4, 2026",SIDPOL-DGIS,1,5301a9a2-64a1-48a6-826e-9be44bba30b5,339017841050101,-76.96574629999998,-12.03908139999993
